NAME	DESCRIPTION	Naive WT 1	Naive WT 2	Naive KO 1	Naive KO 2	Activated WT	Activated KO	Memory WT	Memory KO	WT Foxp3+	KO Foxp3+
Uble1b	50995	9539.44656	3872.379522	8614.08322	4329.15355	15386.1836	15200.86096	3398.454144	3620.231182	3339.249704	3072.65908
Wdr45l	66840	2570.749122	1658.88094	2028.08248	1655.890156	2806.506388	2617.552938	1319.41815	1209.769316	931.218664	703.865504
Psmc3	19182	5264.511256	4371.066484	5001.2826	4653.6528	11003.8666	10274.19108	3843.447298	4861.46256	3622.579498	3371.47182
Gart	14450	3824.51647	1558.87586	2891.839118	1938.352226	13918.13904	11999.8104	1126.637642	896.846108	953.060948	958.754434
Mrpl28	68611	524.690007	1305.994846	722.483682	1533.54048	1750.95618	1936.28104	837.921758	800.15386	734.403454	633.183294
Ndufc1	66377	1270.151244	1854.7804	1166.61074	2249.62072	3877.729648	4655.543796	1401.281982	1626.230734	1380.892762	1306.684156
Rgs4	19736	2.5940959	5.35400508	2.15780448	4.275103136	2.100436424	1.731914796	6.12528044	6.46153866	4.81932844	2.88499027
Rgs4	19736	69.08486598	75.9121452	69.17667556	27.07565428	32.79912804	42.5106394	41.9664434	6.38461566	67.9369802	9.59259262
Dnaja1	15502	12372.74672	7475.14663	18030.35826	7708.72356	18127.57354	18619.66318	6134.13713	5964.07662	7963.54996	10598.73288
Plod1	18822	215.8560612	186.4341126	193.3139148	147.389278	108.0917112	123.9106246	111.1655528	111.2307764	112.3214328	146.196879
Psmc4	23996	2577.712004	2519.63303	4065.68469	2460.5259	4295.232468	5500.56134	1533.554762	2691.154078	1684.277592	1980.401764
Psmc4	23996	2168.664276	2172.865848	2643.691662	2113.631512	5218.77748	5352.404904	1992.371338	1820.153876	1800.718516	1742.750616
Prdx3	11757	3353.073644	3063.733644	3070.428942	3343.23268	9542.76694	8717.35688	2032.019872	2341.92351	2123.146876	1774.990418
Nfib	18028	40.0036859	100.961234	55.46827324	31.65612182	10.1790404	64.08085056	42.13199324	48.69230784	61.71849158	49.6218322
Scamp3	24045	3325.767348	2044.464674	2940.19908	2304.178848	2474.96108	2386.263422	2406.40748	1821.230798	1624.346768	1357.38792
Il2rg	16186	15933.754	11489.88676	15204.9058	14446.59524	17374.49478	18049.06694	11238.4836	10422.6151	10225.99044	9200.376636
Il2rg	16186	15866.03438	12158.46788	13362.77644	14283.32682	17212.26976	16027.61116	13129.8681	10734.92322	12939.3514	11194.70076
Pap	18489	32.08487042	7.93539962	53.0566088	45.092159	33.7685606	12.12340446	61.8322133	67.3846146	33.4243718	77.7504902
Mmp9	17395	7.09963104	60.7105916	35.54031078	99.8542014	4.03930147	4.251063496	964.31768	481.538498	192.695371	165.0214504
Shcbp1	20419	70.45018078	76.0077532	82.7581516	118.4814296	9724.0514	8664.138596	177.1364714	890.230952	157.4832036	226.327483
Slc25a3	18674	24443.47724	16323.97598	19373.6588	17289.22976	34866.93298	34906.5918	13747.8569	11424.9229	11068.36204	9101.85644
Ebf1	13591	6.553506156	40.72867944	12.4391077	44.9903757	64.4672534	52.1148922	12.0850103	43.0769244	3.49789934	13.0545805
Ebf1	13591	22.391142	42.5452196	20.3087487	54.96561196	46.04803624	41.8808476	4.88366922	52.7692335	28.13865688	4.327485442
Litaf	56722	688.254538	521.0594338	636.552366	481.45806	4489.60294	4142.582604	1135.57736	1022.15386	759.355144	607.651074
Litaf	56722	84.7859736	181.8449582	75.142375	201.7441724	1108.384284	1024.821264	497.0581776	466.38463	410.264695	389.9063922
Sh3bp4	98402	44.5092203	37.7648566	67.90737798	80.7180234	54.9345031	21.57021264	104.4608494	115.2307798	47.1050404	100.3255444
Clca3	23844	2.184501608	1.051679786	3.04631212	0.916093656	3.71615716	2.676595836	14.2371375	1.153846406	3.88655474	2.307992216
Ap1m1	11767	3284.124884	1865.29728	3400.573578	1904.76222	3152.91763	3805.804238	1494.320184	1242.6154	1339.617782	1336.543674
Ugdh	22235	3573.43521	1471.39528	2567.66088	1319.480088	8224.50134	7417.477024	1272.237304	1338.692486	1204.054814	1392.44061
Nusap1	108907	72.49815076	97.1369436	70.0651832	109.422283	8291.23232	7713.47806	289.1297216	1316.84628	277.7332036	613.709454
Nusap1	108907	28.39852268	42.64082538	20.8164664	2.239339678	44.5938874	99.8212788	39.3176726	50.3846168	64.5945408	56.762181
Tuba3 ; Tuba7	22144 ; 22147	165.4760028	513.888856	230.123498	416.6189862	694.113488	994.748848	298.814294	293.4615484	227.3634312	202.382082
Rars	104458	5343.428704	2678.149984	4728.003338	2483.427938	14579.4578	13206.3212	1809.854482	1812.230622	2120.037988	1892.698
Mllt11	56772	1107.405856	656.343592	1088.295134	497.2352744	1510.05251	1990.127584	464.7763288	374.076956	382.281521	477.6101858
Mllt11	56772	38.7749048	19.79069838	38.7135514	30.63824072	75.131016	46.919145	9.10514648	21.6923082	31.71428582	14.42495246
Abhd4	105501	164.110688	34.41860324	143.9382584	141.9945004	1745.13978	1889.046692	532.4026644	433.30774	353.3655696	289.580907
Slc27a2	26458	3.276753078	25.04909842	2.91938251	4.98762072	1.45414847	1.574467882	4.0559289	5.38461555	5.130252316	5.19298256
Stambp	70527	191.1439018	254.6976548	137.5917742	180.6740118	147.0305778	185.944684	260.1588104	295.846154	394.8739456	328.2397872
Serpinb1a	66222	5.1881918	10.13436734	3.934819538	65.5515865	2.585153444	4.56595762	192.946305	513.846158	105.8697502	95.781678
Adk	11534	1117.782358	657.012848	1181.461578	711.193946	3241.29694	2313.838216	404.930664	543.692356	1034.290008	786.520544
Sec22l2	317717	496.428038	353.459964	411.252188	300.88585	983.004456	730.86803	317.272928	327.5384744	287.8382514	302.058454
Prelp	116847	25.5313653	10.80361742	32.8747886	6.005502116	35.3842803	17.31914796	36.75167968	4.00000044	4.508403898	23.51266898
Prelp	116847	6.14391068	12.81136914	3.300171932	11.09491028	2.746724748	5.0382974	7.0357942	5.15384692	16.63445408	4.9044832
2410004N11Rik	66989	549.4022404	524.692486	522.950304	693.68636	268.8558972	349.216952	605.078316	406.999963	498.8004558	342.8089664
2410004N11Rik	66989	1305.64934	964.581379	692.14753	624.979432	570.510992	446.046766	726.507876	597.000032	589.434938	384.9298404
Crisp1	11571	15.15498096	34.0361742	0.761578252	9.7716667	5.17030674	3.778723864	3.47650964	16.61538724	18.65546364	3.606237856
Crip1	12925	7459.39092	16924.48746	8604.05474	15807.2991	896.886512	1705.30632	11391.77682	15480.8444	10609.43698	10333.09582
Ufc1	66155	3517.45791	2374.023156	2812.63492	2827.675124	7530.388	6795.40298	2684.44546	2899.46171	2089.33413	1997.4228
Atp6v0e	11974	7976.43706	8087.60726	7699.55459	7701.69874	8727.8005	8546.21264	6216.33078	6434.38436	5356.76084	4751.86634
Cyfip1	20430	269.3763836	238.731252	488.552292	319.105908	1812.676916	2399.016878	2912.156484	2005.92281	2346.390742	1947.945438
Cd81	12520	1128.158712	1073.669404	1192.88518	1525.295622	15538.22696	13402.3472	1354.348962	1291.846416	3464.24192	2841.210538
Nfe2l1	18023	996.679101	1084.855318	822.504376	1147.35631	974.92595	719.84684	1132.92853	792.923172	855.042102	736.610134
Cirbp	12696	1430.575844	3057.71034	424.4528556	2921.93144	142.3449866	114.7787212	2394.32254	1683.46152	2105.968516	519.08188
Dok2	13449	730.306222	1199.67949	748.75827	909.579066	1361.89082	1306.9658	2693.633152	1491.922954	2082.494014	1791.867524
Wwox	80707	67.30996044	74	27.16295208	158.484172	51.8646316	38.73191376	78.4698072	57.3846172	82.705878	78.1832348
Mif	17319	4950.89933	7429.25738	5222.90224	8713.475136	21988.0122	22431.76282	6608.18446	5862.07798	5091.92964	4772.99926
Snrpd1	20641	670.91508	1745.5971	908.181872	1866.795262	2863.056818	3341.33606	1427.438614	1848.384728	1330.523182	1388.401468
Uqcrb	67530	3336.41654	2583.785702	3994.984868	2719.678118	7714.5814	8010.1078	2095.176504	2622.07715	2479.54427	2706.120948
Sh3gl1	20405	1338.826278	1939.870928	1406.888518	1773.760612	803.174688	788.493458	1220.33807	1019.846244	1130.521162	839.17147
Prkcsh	19089	2147.77489	1786.70817	1772.954012	1938.65718	6016.9437	5243.13643	1698.109672	1783.230762	1180.735342	1129.041014
Man2b1	17159	6041.239676	3802.20362	5886.999996	4171.68636	3485.10918	2948.82082	4505.887602	3041.30824	2852.18718	2835.945364
Polr2c	20021	2319.66764	1711.65626	2371.046136	1627.389278	7068.295	7023.70038	1459.63742	1524.53838	1364.33615	1304.44832
Tnc	21923	3.82287774	1.529715938	35.66724076	2.850068782	7.27074272	33.53616804	62.8255042	19.46153972	58.60924764	63.10916396
Lamp2	16784	157.9667788	71.1317822	194.8370494	136.0907804	383.73366	370.472342	198.2438392	192.6923222	253.792028	203.6803084
Lamp2	16784	1041.597878	494.67187	879.114968	620.70423	2011.087418	1845.591524	684.375902	752.076874	707.275202	466.9357228
Timm8a	30058	3709.01098	2397.160588	3466.322356	2560.8884	11436.7185	11740.1777	927.400412	1221.000148	1292.124212	1187.534092
Timm8a	30058	346.516618	502.511578	299.4271102	600.651932	1978.61163	1897.548774	281.9284042	362.846198	387.178582	345.69396
Men1	17283	725.117934	765.240364	836.974336	764.938148	818.847222	763.459554	491.5123216	448.846186	499.033652	470.3254704
Men1	17283	147.7269326	267.2221918	169.578067	319.920204	183.2227198	185.6297844	161.078316	171.4615372	254.7248054	198.0545842
Mrpl34	94065	472.5350438	1658.21198	634.521547	1838.803504	1248.628862	1305.076654	1051.478802	1363.384732	876.884386	963.22618
Klf16	118445	683.612592	636.266208	601.646788	596.88585	837.589572	898.39145	392.2662078	405.46154	561.8402862	475.951276
Map2k1	26395	4538.98462	1724.180908	4557.282304	1996.88038	7045.5104	6733.05576	1862.333284	1186.538496	1694.848492	1750.540078
Gpsn2	106529	4527.3792	2799.18838	3638.56631	2600.68782	4815.49302	4059.45056	3247.971	2040.538308	2897.038284	2292.629668
Nr1h2	22260	1566.2877	1113.824394	1511.859368	1111.323268	1407.615938	1312.47658	1126.389372	863.307902	1178.40338	941.877254
Rbmx	19655	2642.837776	1403.609874	2403.540572	1359.58461	4230.442138	4737.73271	1390.190196	1613.15412	1087.535598	333
Rbmx	19655	767.715738	206.7984612	475.4785936	104.6382422	204.0654932	197.43829	138.398204	113.1538514	134.3970536	197.4775692
Gmpr2	105446	1772.450072	1168.798476	1829.691514	1194.78957	4559.079616	4177.06468	920.612984	688.307744	901.836076	681.362622
Mcam	84004	4.91512884	3.6330744	8.12349948	7.53232532	13.73362596	121.3914796	11.5883667	16.15384702	4.586134756	4.471734678
0610009O03Rik	68294	590.0886318	415.4134078	493.121866	558.715318	1616.043968	1521.880744	492.588363	661.153962	506.262638	413.996108
Snag1	170625	2190.918888	662.46243	2127.468106	777.559884	1324.08311	1105.276432	1007.443104	711.153949	1346.224872	1342.674278
Snag1	170625	197.9704832	118.4573574	184.301884	109.218709	129.0960784	127.217026	145.6823274	186.076922	311.002094	301.914228
Dncic1	13426	2.730626936	55.643412	5.07718736	40.91884464	10.66375594	14.32765948	8.69127632	20.07692668	26.97268772	34.18713642
Fkbp4	14228	1642.19912	1311.061996	2520.31531	1061.854157	5578.75936	4854.08476	730.315472	454.6922748	740.155474	1061.820746
Fkbp4	14228	335.7306	174.387586	664.349874	168.7647922	268.2096182	229.8723272	108.8478728	117.4615468	73.3781558	121.3138388
Hspcb	15516	10707.06148	14149.39052	14546.2651	15431.18596	24554.2693	22308.63348	12189.391	9332.695	7653.63722	12018.00404
Hspcb	15516	4868.98096	5702.49254	7007.40558	8548.47482	9792.88176	10056.75614	4796.590756	4490.769698	10347.01892	15881.29392
Ndufc2	68197	1110.000074	4426.901556	1978.706942	5203.91939	3532.61163	4751.1145	3489.505742	4586.153552	3957.057278	3117.37617
1110001J03Rik	66117	230.464934	1042.405736	438.034342	1162.115536	378.4017602	455.021264	494.657662	710.307722	431.174394	386.3723298
Gsta4	14860	112.3653074	187.6770018	137.7187064	144.335631	5.00873292	6.45531822	215.4608642	13.84615406	808.947428	545.912319
Hiatl1	66631	2350.387408	909.033612	2087.358552	1073.35631	3891.78654	3768.016656	935.263874	1153.38472	1526.63887	1523.130456
Zipro1	22697	611.114496	490.4650662	570.29506	543.243546	1052.480614	1165.263644	492.091712	395.0000564	534.63446	356.29631
Apod	11815	10.51291508	35.94831792	45.82161104	48.7565354	110.353721	55.8936134	68.1230458	76.0769284	6.99579868	7.35672517
Ptdss1	19210	2969.83016	1466.80617	2212.5112	1680.624508	2877.11334	2369.102304	1511.205652	1098.76939	1196.281484	1176.78759
Nfs1	18041	2584.40264	1623.793322	2819.869604	1375.56528	5226.37025	5636.91152	790.574856	1008.307868	897.327774	698.67248
Ap3m1	55946	934.966727	625.462504	635.156134	509.958716	1370.61579	1261.463792	527.105108	388.461594	489.3172522	446.596549
Ap3m1 ; LOC544716	544716 ; 55946	1352.61603	355.276479	835.070464	241.136178	332.3537358	347.0127584	234.9127336	235.4615398	208.2416018	173.5321756
1810014L12Rik	69071	77.2767496	99.4315208	59.2761608	95.0701606	1622.668004	1591.629888	51.3199102	90.7692362	92.6554592	121.0974628
Pdcd7	50996	1428.937114	838.188676	1469.718662	790.38512	1474.506388	1403.638216	622.791992	485.769226	650.453784	526.2221918
Pnkp	59047	1292.815372	948.997238	1041.204124	981.034502	1029.052621	943.578736	791.568232	668.615456	974.90338	788.323554
Panx1	55991	2029.538578	1789.480506	1876.147456	2123.606564	1821.401886	2172.13606	1926.483144	1747.076804	1522.518698	1406.504902
Mov10	17454	102.5350512	380.4211758	144.8267616	482.170606	68.99127004	93.2085056	405.4272336	210.46155	348.157568	317.709528
Prdx5	54683	3255.863692	2516.5735	2860.867972	2867.67834	4523.85532	4088.26468	2247.232592	2113.077252	2439.745664	1756.165484
Ctsc	13032	9248.086656	3037.729008	8451.86782	3721.88476	17103.8568	12721.54202	2672.857356	3190.462122	2592.17671	2788.343162
Pcx	18563	52.5645754	122.4728712	87.835336	83.160941	287.436683	236.9574128	135.6666642	47.9230808	56.58824104	59.5750468
Cope	59042	3162.339532	4314.56297	3757.499702	4349.81472	3743.462938	4168.562376	3580.88812	2854.07751	3821.727188	3114.491502
M6pr	17113	9889.51096	4258.633622	8015.609404	5314.2582	17503.1016	15093.6394	5481.3798	5376.38564	5399.12436	4599.828678
M6pr	17113	2194.05893	1537.2686	1756.833778	1491.298394	6527.02792	4896.7539	1781.214558	1985.154044	3238.97667	2976.300424
Pip5k2c	117150	1642.608636	1124.628024	1474.796024	1327.623122	1257.353832	1121.808476	1412.373768	1260.153844	1111.554629	1061.027096
Pip5k2c	117150	10.10332138	150.8682178	7.36192219	216.1980522	65.1135398	34.16595836	225.890402	251.3846008	314.2667964	346.4151862
Rcbtb2	105670	3028.538282	1633.353974	2291.080552	1863.843106	1147.484922	1027.49777	3013.720448	3040.15384	889.55474	685.473618
Rcbtb2	105670	975.653074	327.26352	365.9382732	159.400292	110.8384358	83.6042528	596.718092	399.3077	184.922263	125.3528328
Ptcd1	71799	274.018448	510.638221	216.2881768	471.9917802	182.7379976	198.6978662	348.644266	295.9230918	244.0756282	301.4093704
Atp6v0c	11984	6994.50368	7428.77934	6253.31783	9021.78844	13004.29158	11602.40968	6759.824224	7743.387084	6200.29794	5723.46007
Grcc2f	14791	9609.2145	11698.8857	9871.95668	12563.71186	14048.5337	15526.30334	6697.08214	7364.92548	6763.30622	6099.8792
Bag1	12017	2052.61237	2127.930236	1901.914256	2264.888696	4231.41028	4483.61264	2108.503164	1984.61562	1880.858962	1775.567396
Guk1	14923	871.343118	1190.5971	849.41344	1336.580674	1754.18776	1705.621486	984.5145	739.307656	769.071492	504.801212
Snx4	69150	74	31.74160144	85.93139	27.07565428	53.6419266	33.53616804	26.07382452	91.5384662	54.17857238	39.59649424
Mesdc1	80889	80.0073718	74.6692486	59.1492286	76.1375492	157.2096182	108.165948	164.47203	122.1538498	115.5861352	135.8830328
Mesdc1	80889	110.5904026	105.741597	91.2624388	42.85281836	97.427956	61.4042528	9.10514648	84.6153888	55.8886554	63.9746576
Hmox2	15369	2328.542238	2090.547952	2915.955496	2303.771774	3697.253342	3448.0855	2079.532534	1954.153964	2030.414072	1847.331412
Pycrl	66194	457.926208	313.9741338	514.572912	345.0619038	1511.991384	1676.336282	378.3601944	250.846162	257.9895004	296.2884964
Cd82	12521	8193.79208	4710.7586	4661.23928	4492.11672	15959.60664	13902.08178	11313.64096	9012.385556	7906.26138	6398.76372
Abcb10	56199	183.7712226	105.645989	162.8507788	137.1086652	392.458519	332.0552864	211.818784	273.846176	224.4873916	126.3625776
Abcb10	56199	40.686347	36.42635422	48.8679276	63.1086652	85.9563354	107.3787212	63.8187914	74.9230834	69.0252168	76.3079934
Rps16	20055	33794.7862	113338.844	29555.19522	105823.9664	36655.84598	36534.43122	65007.01236	61635.3918	40431.8314	37914.54824
Bgn	12111	7.509224444	49.7157604	13.96226302	62.70151424	20.51965092	22.04255242	10.76062712	43.69231136	18.11134386	5.84210538
Pea15	18611	788.741654	724.511578	844.336152	601.567978	177.40612	276.6340298	511.543574	388.230788	376.9957898	387.8148562
Pea15	18611	1137.579356	1303.3176	1058.08567	971.771737	875.720514	754.012714	909.52142	874.846315	759.277444	777.07215
Acox1	11430	1045.011128	576.9895662	1026.734238	422.4209118	640.310086	643.170112	540.3489916	371.9230824	478.20169	435.4892378
Acox1	11430	368.90776	218.940581	241.547174	330.302626	494.248923	326.3872342	275.5548064	333.307692	437.0819398	343.241711
Pafah1b3	18476	189.368997	189.4935242	260.7135588	426.0852882	375.978164	549.174498	691.328794	410.538458	441.3571862	400.869396
Gstm2	14863	35.08856002	37.095608	31.60549028	41.3259956	3.71615716	8.34468104	34.9306492	41.9230794	102.2163924	47.60233816
Nsmaf	18201	2457.701098	634.449508	2349.087598	674.143108	1828.99584	2014.05948	1085.581554	1216.999856	1032.890816	864.55939
Ctsj	26898	5.051660616	6.214469384	9.90051624	4.37689132	7.43231432	1.574467882	6.62192404	10.07692262	12.67016752	22.93567322
Emilin1	100952	81.099634	6.0232559	89.231568	110.1347994	72.384284	76.8340372	4.71812086	62.0000046	6.140756504	5.12085772
H2afz	51788	10301.15298	13868.5916	11986.85744	16031.43326	30848.63012	30770.7688	17414.9972	24398.84192	20258.35618	19919.12982
Gstm1	14862	84.5129136	118.6485734	56.4837042	107.0811524	111.3231506	141.3872342	115.4698072	83.0000058	56.976892	79.7699798
Ndufb7	66916	8652.53732	4351.372716	9503.73268	5402.00111	11292.59388	12792.55464	4970.58296	4790.001056	3898.058336	3544.21076
Gabarapl1	57436	61.7121742	55.069764	33.5094348	48.145806	1550.445558	1381.123272	170.2662078	145.1538564	308.203784	266.35671
Gabarapl1	57436	291.7675182	51.8191216	322.7821762	118.0742742	3376.37136	3108.78736	387.63087	453.38468	471.905474	425.4640064
Rpl9	20005	30543.4371	89093.8836	26462.67824	82666.9688	35366.02228	36875.77768	55507.0448	52931.1603	32641.6146	29064.03724
Ssb	20823	292.4501608	842.204064	214.8919448	739.083806	416.8559268	404.008476	684.541366	761.846132	1196.67028	1147.577052
Ssb	20823	1673.464712	775.374738	1672.044874	937.876296	2519.07026	2453.33606	761.769542	770.538542	912.329794	668.091684
Ssb	20823	1211.715738	531.671796	1379.72556	562.4815036	1648.68152	1882.591228	492.257324	460.7692584	502.609295	364.879126
M6prbp1	66905	651.254464	616.76225	699.890372	711.804594	549.9913322	529.1787656	599.946342	686.230712	520.8760544	388.10336
Pex19	19298	723.343044	616.188602	741.777036	613.171992	1548.506832	1443.78736	628.089504	476.3077118	520.331962	422.218322
Rab5a	271457	6940.43558	2531.67912	6577.37049	2171.956314	9193.93427	10142.4104	1871.686884	1785.846218	2264.073438	2495.87681
Ccni	12453	9701.23794	10590.02826	7846.9193	10487.43836	4475.222742	4094.718516	8370.44192	8594.3859	7659.38702	6984.417924
Thap11	59016	858.236164	1230.752016	1212.813084	1400.808604	1021.620024	1259.731822	1282.666864	1024.077046	859.083908	785.36644
Cat	12359	8267.79282	1471.299894	7412.31138	1468.803356	7397.738856	6593.55799	941.389372	788.153872	1106.346546	978.300276
Cat	12359	2403.36164	1625.514044	2411.410472	2308.3523	1778.585338	1665.944388	1418.912704	1643.307862	1562.083982	1448.697704
Tubb6	67951	3.68634663	16.34883702	18.02401424	53.5405762	1388.550504	1475.906542	10.926174	5.53846192	12.74789934	20.3391812
Pfkfb3	170768	982.206514	457.289438	747.10807	351.2709922	1164.611482	1110.15725	468.997718	308.0000102	467.3970536	479.9902256
Rpa2	19891	1397.398536	848.705334	1176.511274	1226.547484	6040.372544	5718.15168	1078.711468	1596.923256	883.49155	941.228052
Bcl2l10	12049	22.25461052	22.754519	22.08576472	7.22696062	4.362445484	9.44680744	35.6756146	55.6923112	29.30462382	41.83235762
Ltbr	17000	69.2213982	68.6459964	74	4.98762072	109.222705	82.8170186	103.3847858	15.30769328	4.119748498	16.30019534
2410003P15Rik	56046	539.162298	467.80617	638.963952	411.2241864	1292.5765	1245.246988	377.53246	254.769272	417.0273108	339.6354912
Mapk8ip3	30957	368.361603	264.067187	325.066904	238.9986362	201.8035056	145.0084982	165.8791992	70.000004	209.796216	354.637452
2410104I19Rik	67959	4786.65152	4161.78183	4881.33452	4351.85194	5310.0661	5400.58179	4011.230828	2938.38497	3143.912348	2414.881442
2410015N17Rik	66422	659.582942	714.377352	645.691292	798.222978	6000.62374	6692.74944	733.957456	1352.30782	565.4159884	666.144226
Cd164	53599	14408.022	8340.77532	12821.6729	10078.65644	10956.20172	10912.16506	7121.38186	7543.847564	5943.00882	5824.79604
MGI:1889205	54381	66.0811786	77.7286824	137.5917742	133.1389352	79.4934566	45.9744684	258.834462	174.9230722	170.1533652	103.1384028
Ier2	15936	4643.022404	4587.616902	7101.58871	6715.88221	12457.85338	10948.69146	2851.48344	2701.538868	2544.605588	2362.518672
Uble1a	56459	3780.553588	2705.87586	3308.29506	2990.842164	11021.15374	9691.95316	2440.758798	2826.07702	2572.121896	2377.231944
Elovl2	54326	11.60516396	2.39018076	5.204116304	1.526822464	12.76419266	26.4510632	1.572706756	0.92307711	2.798319176	6.77972756
2810405J04Rik	72722	3669.007616	1125.58403	2682.53182	1293.015098	7798.43894	6641.26468	922.351244	1022.846278	961.222704	1044.654892
Tmem30a	69981	5597.92166	1540.80617	5026.92286	1321.617578	5132.65924	5495.996724	1426.527822	1176.923121	1275.644782	1356.37819
Tmem30a	69981	2523.50952	1298.824468	1955.986278	1070.5062	2225.493464	2175.12788	1050.98204	1101.999971	1430.95169	1313.17551
Itpa	16434	1252.811712	737.609726	1297.602136	815.221444	8258.107996	7831.72044	544.0737742	773.692422	744.81925	714.828382
Stxbp2	20911	981.523938	1029.211832	774.778742	926.679578	795.903966	805.655316	799.266156	590.384728	791.535598	572.0936078
Tbn	63856	300.5055196	283.5710562	273.1526628	251.7221518	220.8689988	251.2851152	205.279663	157.3846356	169.1428656	193.1500862
Tbn	63856	765.940922	758.260906	999.063418	763.004084	734.021762	808.646766	530.912778	394.538474	568.0588022	439.5282836
Oat	18242	5471.22182	2389.79855	4956.47634	2766.398684	14397.0404	14635.78068	1812.586192	1826.9231	1527.959992	1832.401616
Rps12 ; LOC546370 ; LOC546371 ; LOC546372 ; LOC546373	20042 ; 546370 ; 546371 ; 546372 ; 546373	20239.5476	71896.83564	20563.7527	73779.2358	25759.75964	26371.7056	43854.92784	41512.3794	27484.6249	26408.26012
Acta2	11475	186.91142	142.4547804	156.1235128	81.3287528	171.9126708	161.2255242	166.624172	439.46158	69.4915981	56.978557
Cryab	12955	1.365313468	1.434108382	1.142367378	5.29298394	1.777292632	1.41702119	2.731543796	18.23077024	12.43697428	20.6998054
Chia	81600	3.54981552	11.09043994	4.95025812	41.2242086	5.978166516	5.0382974	8.77404902	5.38461555	45.783615	23.80116908
Ddah2	51793	167.6605198	155.9354048	147.7461504	170.0880528	248.0131016	189.8808402	120.0223686	189.0000182	66.6155474	102.2007784
Arf2	11841	759.114348	275.34882	354.8953938	248.159555	727.720514	644.114796	233.8366922	152.5384792	203.577737	127.588691
Arf2	11841	65.1254612	128.496116	72.98456756	150.341138	122.9563354	107.8510632	119.1118504	129.3846266	198.9916018	187.09161
Miox	56727	25.94095752	2.58139528	52.42195816	12.21458208	24.2358103	17.79148774	21.60402768	18.15384724	22.6974798	36.35087718
Gpiap1	53872	11928.06148	6442.49254	9535.71696	7765.92852	18099.78728	17486.51746	4460.85838	6362.3091	6284.0911	6551.02168
Gpiap1	53872	7555.23794	2973.671722	5402.508676	3669.158132	14896.7809	15476.38738	2630.559104	3583.154	4093.47502	4203.14265
Gpiap1	53872	197.5608784	175.343666	226.5695	138.330124	359.659462	359.9233904	126.230421	170.3076922	158.338244	125.3528328
Slc4a1	20533	27.71586528	506.43158	29.95540498	171.2077098	31.3449792	3.148935764	295.3377888	106.153851	155.0735268	30.2202754
Vapa	30960	9722.53588	6796.1452	8201.309	7847.97084	10564.3917	9919.30854	3990.537172	5208.38566	4245.44031	3892.428712
Vapa	30960	2351.06991	5724.00582	2693.828512	5604.863156	3847.676768	3412.50223	3043.51899	4056.615916	3881.81282	3635.448764
Ddx3x	13205	2754.24744	2063.395132	1761.65695	2449.22684	4754.5814	4245.86766	1551.516856	1605.00006	1700.212308	1686.925978
Aldh1a1	11668	5.59778624	53.15762176	5.83876502	5.80192634	16.31877896	9.28936134	49.747203	8.69230788	10.41596694	46.3762218
Luzp1	269593	187.7306222	129.834628	262.9983014	132.3246244	767.305778	805.1829	254.1991168	419.9999796	157.9495812	135.8109198
Rpn1	103963	4075.87116	1587.175828	4483.79024	2477.930996	11605.7197	11878.10334	1666.655454	1747.153912	1330.523182	1434.345182
Cept1	99712	8482.01061	3512.80072	5791.92894	4111.732818	12937.56134	11444.80892	3814.97306	3274.461298	2526.027444	2414.881442
Syap1	67043	3728.944064	1743.49328	2553.571058	1688.15682	3227.079098	2924.25985	1709.03592	1617.153968	1492.126084	1616.964676
Nope	56741	39.1845022	5.83204138	4.569468476	38.2723486	47.5021836	20.6255316	35.84116296	62.2307736	3.96428545	30.1481476
Nope	56741	13.10701098	1.625322828	20.3087487	3.35900948	9.0480355	4.72340372	15.89261962	2.46153896	7.850841004	4.0389866
Ube2d2	56550	315.1143998	1043.170526	328.6209464	1172.701532	311.3493538	379.4467882	787.18129	921.153998	993.481228	1005.56343
Ube2d2	56550	10441.64642	8061.98328	13686.57528	10032.03718	9715.97356	13426.90336	4909.57736	5881.53998	5502.8176	5416.13548
Ube2d2	56550	6591.73426	5112.30998	5536.79988	5410.65282	4667.33318	4723.7197	3873.99176	3380.307864	4311.51084	3853.553182
Mdh2	17448	8485.287404	10185.22902	9549.80952	9996.51496	18271.2142	21201.46768	8216.89636	8369.00114	6314.09773	6347.699576
Tmem14c	66154	4652.716404	3527.333136	3002.267468	3275.746604	7082.67431	7044.95614	2583.70926	2796.6154	1932.006356	2126.237856
Higd1a	56295	3546.81186	3024.4392	4841.35232	3552.40737	12867.76158	12362.24982	2276.948402	2798.384962	1624.735194	1719.742462
Higd1a	56295	630.774964	267.7958546	433.464842	331.52407	252.3755422	162.485093	265.9530104	229.1538538	234.9811022	191.7797172
Ttc3	22129	120.6937188	139.2997386	93.547174	156.1430414	75.9388666	69.74893384	172.749448	77.3076964	163.1575532	166.0311878
Ttc3	22129	2585.630744	1516.235136	1886.682836	1640.21444	1988.790478	1499.208402	1229.939792	888.692381	1080.53986	857.058602
Ttc3	22129	569.881844	379.3694804	371.777036	425.9834864	461.9345438	385.902156	322.818784	248.000011	681.079868	610.608188
Timm23	53600	8136.721504	5086.01852	8078.1841	4985.58461	22520.23352	22491.9004	4452.33284	4944.23008	3408.74118	3189.067888
